probe,F,symbol,known
11738823_a_at,3.4510382680355995,SLC26A5,False
11761511_at,3.450386437746668,TOR1A,False
11751195_a_at,3.449615994310012,KCNQ5,False
11763227_at,3.4494224799131445,C6orf48,False
11728370_a_at,3.4480694685036193,DNAJC16,False
11720056_a_at,3.4477922597743476,METAP1,False
11725107_at,3.4470785776832273,CDKN2D,False
11729316_a_at,3.4463291364500988,ISOC2,False
11744255_a_at,3.4453007185962408,ACADVL,False
11763853_x_at,3.4445843754862997,FAAP20,False
11736662_a_at,3.4434175940520833,CADPS2,False
11729433_a_at,3.4414125353978986,BEND4,False
11715357_s_at,3.4400494813515285,RPS21,False
11747501_a_at,3.4377072371761908,SMAD1,False
11743229_a_at,3.4375100881356158,PCDHGC4,False
11715288_s_at,3.4370128871861256,CASP14,False
11740048_a_at,3.4369751783451687,ZNF461,False
11738456_s_at,3.436377490239276,C20orf197,False
11740589_s_at,3.436259535349564,RYK,False
11738556_s_at,3.4362498488270075,KIR2DL4,False
11748202_a_at,3.4360549252216477,PTK7,False
11752625_a_at,3.435278907238925,ABCD4,False
11759704_at,3.4349325336122294,TSL,False
11737874_a_at,3.4327019519399253,SULF1,False
200074_PM_s_at,3.431431448730289,RPL14,False
11722942_a_at,3.430901038094085,ATXN1,False
11717854_a_at,3.430896726233447,ZSCAN18,False
11738834_x_at,3.4297315756802007,TCL6,False
11750426_s_at,3.4285719511214348,MPPED1,False
11740172_a_at,3.4272969175142487,SOCS5,False
11762382_x_at,3.427271353132618,PER2,False
11724956_a_at,3.4255770160483534,C14orf169,False
11726786_at,3.425487211995037,NKAPL,False
11720066_a_at,3.425011751296882,GPHN,False
11757629_x_at,3.4234364116345937,RPS29,False
11752226_a_at,3.4227528261188214,SNRNP200,False
11743285_s_at,3.4227522210828356,GOLT1B,False
11759803_a_at,3.422518800059803,PDCD6,False
11734689_at,3.421156042898911,CYTIP,False
11739000_a_at,3.4199753084417925,SLC38A2,False
11748770_a_at,3.418836359029705,PMPCA,False
11753880_x_at,3.4185879677297155,CDKN3,False
11753922_at,3.4185633602552645,C7orf13,False
11756137_x_at,3.418516092471584,BTF3,False
11739036_a_at,3.4162934534013427,PLP1,False
11755485_a_at,3.416111788069013,OPLAH,False
11745303_at,3.4156950469672136,PFN1P2,False
11741711_a_at,3.4154298308224593,SLCO1A2,False
11726723_a_at,3.414436881701376,WDFY2,False
11734351_at,3.414401922763419,SPINT4,False
11724243_at,3.4138677188636604,TCF4,False
11726136_a_at,3.410782328119882,TMSB15B,False
11754863_s_at,3.4107278839677906,VPS37C,False
11742426_a_at,3.4106987892715233,PCDH15,False
11717251_s_at,3.4088695554892214,NDUFB11,False
11738062_x_at,3.4086827482275486,S100A7A,False
11752078_x_at,3.407321014002928,AP2A1,False
11751991_a_at,3.4071203666433703,MOV10L1,False
11737296_s_at,3.4039903042162734,TMTC4,False
11743013_a_at,3.403849611213548,RNF115,False
11749589_x_at,3.403030926213725,CTSS,False
11724990_s_at,3.4024148239504086,CLTCL1,False
11727942_a_at,3.4023046584813996,FPR3,False
11755895_a_at,3.3999788510223588,FAM129A,False
11716464_at,3.399217903961095,SIAE,False
11730215_a_at,3.3979914997781036,CSRP1,False
11716942_a_at,3.396519437459793,ADPRHL2,False
11728810_a_at,3.3963522951646015,ECHDC3,False
11723174_a_at,3.394544514612124,FNDC1,False
11728974_a_at,3.3939829680318296,ACYP1,False
11758929_at,3.393650312092923,TFDP2,False
11735871_s_at,3.392670325147472,CCR8,False
11748457_a_at,3.392096237074036,TRIM37,False
11726012_a_at,3.3918026440837625,AJUBA,False
11737954_s_at,3.3916047313350606,SLC16A5,False
11734402_at,3.387930597926502,TP53AIP1,False
11731271_a_at,3.387760348113612,MGAM,False
11762148_x_at,3.387716735375671,CDKL3,False
11723253_a_at,3.387111020946573,SCNM1,False
11728458_x_at,3.386789329391316,STK32C,False
11755900_a_at,3.384500573452402,EXT1,False
11720644_a_at,3.3840234082987233,PECAM1,False
11739182_s_at,3.383616888190198,MTRF1L,False
11737831_a_at,3.3821568793267427,FNBP1L,False
11727674_at,3.382038423812533,RFXAP,False
11724938_at,3.3808512957263086,DLL1,False
11716077_x_at,3.380765205700933,HSBP1,False
11758337_s_at,3.3802356933183466,ADA,False
11722791_s_at,3.3800245590594002,MATN2,False
11723827_s_at,3.3798860120811987,TOP3B,False
11737762_x_at,3.3792237779977063,HSD17B4,False
11722241_x_at,3.3789175971201044,SAV1,False
11719319_a_at,3.377731329010453,GOLGA4,False
11742158_at,3.3770660333291675,OR52A1,False
11733494_a_at,3.376370705954319,N4BP2L2,False
11729415_x_at,3.376040777369952,ST20,False
11743330_a_at,3.3757481125314026,PGP,False
11723343_at,3.3754845139009286,TRIM35,False
11729198_at,3.3750353433266276,MAP4,False
11734222_at,3.3740717948393333,ZNF543,False
11743211_at,3.373085956511905,TAAR8,False
11724963_s_at,3.3730163600660186,FBXO5,False
11750270_x_at,3.3724730189637975,LINC00612,False
11727176_a_at,3.372282678366667,ENTPD5,False
11740881_x_at,3.371921291187505,IL15,False
11750620_a_at,3.3714227245441286,ALDH1A2,False
11745845_a_at,3.368077996642165,NME7,False
11745080_s_at,3.367729002871166,RASGEF1B,False
11760274_at,3.3673961613533985,EIF3H,False
11758023_x_at,3.366765521231839,GABARAPL1,False
11763950_at,3.366423496857165,FKSG29,False
11762754_at,3.366332717913832,CCT8,False
11726948_at,3.366018591207234,TLR8,False
11758228_s_at,3.365883302052024,AMMECR1,False
11732719_at,3.364641363479624,EREG,False
11724313_a_at,3.3643248113701723,ALDH16A1,False
11718463_x_at,3.3637562679860418,ELMOD3,False
11754746_a_at,3.360752191353229,ZNF561,False
11748209_a_at,3.3603235569022334,ABCA4,False
11721407_a_at,3.360115200630788,FLYWCH1,False
11751481_a_at,3.359139367137307,PRMT6,False
11739977_at,3.356460886787617,GPR180,False
11737140_x_at,3.355941231005733,MURC,False
11738244_s_at,3.355319759239632,AKR1C1,False
11750654_s_at,3.355135669098622,ITPR1,False
11728077_s_at,3.3547953861054096,PRKCQ,False
11762235_x_at,3.3545061865823556,KIAA0907,False
11742589_at,3.3539998533802926,OR4L1,False
11732331_s_at,3.353724153342085,ARL4C,False
11722603_at,3.3533925489250844,NEFH,False
11728257_at,3.352261994164235,RAD18,False
11731608_s_at,3.3513885749329093,EGFL8,False
11730620_a_at,3.351177376893441,IP6K3,False
11739955_a_at,3.3483797505809907,IL2RA,False
11740152_a_at,3.347435677262759,REPS1,False
11719567_s_at,3.3470088694799225,TUT1,False
11751242_s_at,3.346761338233357,FCGR2A,False
11718964_at,3.3459335867116295,NUFIP2,False
11737346_a_at,3.3450434572412484,LINGO2,False
11764244_s_at,3.344227736612163,THOC2,False
11738906_a_at,3.3432839350199433,BLVRA,False
11753819_a_at,3.34313170729341,MDM2,False
11732090_s_at,3.343039491083795,IZUMO1,False
11749987_a_at,3.342439969868839,CEP72,False
11737416_x_at,3.342408563568034,ZNF69,False
11725151_at,3.34219786385025,MYBPC3,False
11754978_a_at,3.341971081154237,BMP1,False
11729561_a_at,3.3417064701363173,AHRR,False
11719375_x_at,3.3388131636045255,METTL7A,False
11743612_at,3.337930820994649,ZNF830,False
11737467_at,3.3374003306134687,TMCO5A,False
11733112_a_at,3.3369503641891023,TLK1,False
11733120_a_at,3.33599055666698,SLC35B4,False
11716034_a_at,3.335358011252781,BST2,False
11744486_x_at,3.3352153930890114,WDR81,False
11735055_at,3.335154403920213,RAB3C,False
11750209_a_at,3.3349348527633196,HEY1,False
11746437_a_at,3.3347872245418757,FZD3,False
11756654_s_at,3.334557136287372,SUB1,False
11755396_a_at,3.334309707714833,PLA2G15,False
11722772_a_at,3.3341811980069895,ZNF473,False
11718255_at,3.334171029157657,ABHD4,False
11753752_x_at,3.332878620176864,RRM2B,False
11718591_at,3.332843351777983,SDF2L1,False
11718353_at,3.3324209801963756,ERP44,False
11729085_a_at,3.3319482434547534,ZFY,False
11743918_a_at,3.331715019312598,ANK2,False
11746829_x_at,3.331076670477507,DDX55,False
11735510_at,3.330334244979282,CCDC149,False
11718063_a_at,3.3301493382991816,C11orf98,False
11723709_a_at,3.3301007252871186,CRY1,False
11732435_at,3.330088839633018,SCIMP,False
11725299_a_at,3.328662240310255,AOC3,False
11734472_a_at,3.3285354745554216,TEX11,False
11717726_s_at,3.328340832168081,HN1,False
11723278_at,3.327711050590169,CREBZF,False
11746287_x_at,3.3262150123998033,LGMN,False
11741466_a_at,3.32555138265341,KCND3,False
11732948_a_at,3.324864466220808,IDO2,False
11729577_a_at,3.324556136699999,ATP1A3,False
11720331_at,3.3238934819389834,SELM,False
11759175_at,3.3230422620097224,MED28,False
11763358_at,3.3228917530854463,DGCR9,False
11731595_x_at,3.3222150717022023,STAM2,False
11745752_a_at,3.321676717835821,MSL1,False
11733822_at,3.32039536986294,AGPAT3,False
11756325_a_at,3.3201824510724967,CUTA,False
11754363_s_at,3.3197386357200402,CARM1,False
11763801_at,3.318929057242634,NACC2,False
11760497_at,3.3177495328964577,TBC1D8,False
11746244_a_at,3.3153253128657374,IL17RC,False
11736970_at,3.314841346712363,TMEM213,False
11756709_x_at,3.314375918387479,BTK,False
11715450_at,3.3128361663163184,RPL10,False
11762798_at,3.3126555533025117,PALM,False
11740213_a_at,3.312315735451032,TBL1X,False
11751680_a_at,3.3118218812626035,UQCRB,False
11725074_a_at,3.3117605696248598,FAM126A,False
11747755_a_at,3.309956462650126,KRT13,False
11757550_x_at,3.309273308309361,C16orf58,False
11742588_at,3.3086184181672476,OR6C2,False
11731247_a_at,3.308328487984404,GTPBP8,False
11755799_a_at,3.308327417485829,TIE1,False
11741008_a_at,3.308314648966115,FGF12,False
11739385_x_at,3.3080754794752996,ROCK2,False
11759033_a_at,3.3070589326835345,C4orf26,False
11754488_s_at,3.3059924041660214,GTF2H2,False
11717937_at,3.305893228093828,SMIM3,False
11724500_at,3.3053434769492362,CRYBB1,False
11731177_at,3.3038502681725626,BCL2L15,False
11742239_a_at,3.3021355524822695,DEPDC1B,False
11716055_s_at,3.301477405366355,STMN3,False
11716216_at,3.2999014924906267,E2F4,False
11754357_a_at,3.2994393503365838,FLNB,False
11715238_x_at,3.2986758691168396,RPL9,False
11731033_at,3.2978864899755393,MSH3,False
11753509_a_at,3.2978087392013005,FOXC1,False
11725199_at,3.297225620937736,BTBD7,False
11724891_s_at,3.295776092049729,POLRMT,False
11741564_a_at,3.2947984013077365,CNNM3,False
11739303_a_at,3.294440415008212,DLC1,False
11748281_s_at,3.293883014097724,CNNM4,False
11738016_at,3.2932110628119764,LOC102030688,False
11715283_at,3.2928863612465706,CCKAR,False
11756259_s_at,3.2926264058461503,NFATC1,False
11723989_s_at,3.2921569772607064,NR1D1,False
11753678_x_at,3.2914625645316034,MUC1,False
11718029_a_at,3.2901760937496274,RAB11A,False
11732584_a_at,3.289784658827267,WRN,False
11759678_at,3.2897460768330755,RAB12,False
11740554_a_at,3.289714761030711,PHOSPHO1,False
11758539_s_at,3.2896981838749975,DOCK10,False
11747092_x_at,3.2886047626163775,TMPO,False
11728749_a_at,3.2885215551475167,HCG22,False
11738408_a_at,3.285957950402107,SPACA3,False
11739378_a_at,3.283403844167666,SREK1,False
11760330_a_at,3.2832507515680365,GPALPP1,False
11735829_a_at,3.2825943827306996,CHAT,False
11720107_s_at,3.282421164147119,KIF2A,False
11748840_a_at,3.2803428620356265,MTAP,False
11715894_x_at,3.278387478161241,NGRN,False
11715439_at,3.2780388113107235,DAP,False
11724835_s_at,3.275831091485215,HCAR2,False
11718417_a_at,3.2747222060961545,ECSIT,False
11732788_a_at,3.273856395103515,ZNF436-AS1,False
11724646_at,3.273426666327227,VANGL1,False
11749640_a_at,3.273132001102296,TNKS,False
11721049_at,3.2716330508105074,CCL26,False
11738393_a_at,3.2704322911632744,OPRM1,False
11724326_a_at,3.2698290932853804,ARHGAP25,False
11746518_a_at,3.2697303715714785,BVES,False
11757828_s_at,3.2692299973551378,ATG5,False
11722641_s_at,3.269104162173718,DGAT2,False
11758267_s_at,3.268795856250894,ZBTB1,False
11744292_at,3.268674263577511,NAB2,False
11716995_a_at,3.2680221436156165,WSB2,False
11724867_a_at,3.26696082215102,GAB2,False
11748412_a_at,3.2663716715752398,FUT10,False
11722817_a_at,3.264850676308879,ZNF3,False
11726592_at,3.2646502646706956,PIGH,False
11744629_at,3.260561739084101,MGC27345,False
11732091_a_at,3.2599009858311945,HMG20A,False
11715611_a_at,3.258422755915305,PLOD1,False
11751250_a_at,3.2568641518150154,HHLA2,False
11720108_at,3.2559958272015943,THAP11,False
11717796_a_at,3.25195286658434,ZDHHC3,False
11731430_a_at,3.251638886361072,CYP27A1,False
11719634_a_at,3.251519445011841,KLF4,False
11721438_s_at,3.2512593410190385,DEFA1,False
11722973_s_at,3.2498061854705567,FOXK1,False
11734486_a_at,3.2490255069130844,WFDC8,False
11744404_a_at,3.2482818940991094,TXNDC11,False
11736436_x_at,3.2467715438304894,ZNF430,False
11752843_x_at,3.246629623531128,SQSTM1,False
11734203_at,3.2456175993722476,HBS1L,False
11737123_a_at,3.244393290577524,GPR82,False
11717602_a_at,3.2438832179605495,SECISBP2,False
11736943_at,3.243779974681446,WFIKKN1,False
11762129_at,3.243076817636019,CFHR3,False
11755425_a_at,3.2426180165508076,FAM179B,False
11733490_at,3.2413565897181504,ZNF704,False
11718175_a_at,3.2396183178999483,DDX50,False
11734074_a_at,3.2383872564768525,RBFOX1,False
11759356_at,3.238112889524306,KCNH5,False
11761813_x_at,3.235651130703507,PLEKHH2,False
11727994_at,3.235599291308318,STX11,False
11733500_a_at,3.235213606359295,ZBTB25,False
11754789_a_at,3.2349228025030485,SMYD2,False
11720412_a_at,3.2341259981933654,SLC41A1,False
11742974_s_at,3.233984310354673,USP42,False
11750193_s_at,3.233693395560582,NFATC4,False
11735798_at,3.2336422836323093,OPN1MW,False
11731185_at,3.2332495343028183,PPM1E,False
11741306_a_at,3.2326342496851566,SAMD8,False
11737301_a_at,3.2324392261566857,NUP155,False
11761000_at,3.232146366472563,ANKMY1,False
11725304_s_at,3.2306659027491196,RAC1,False
11716153_a_at,3.2297359459651696,PAFAH1B1,False
11760927_a_at,3.2294445384120625,LRCH3,False
11716268_at,3.2290327038332833,AK1,False
11734789_at,3.2288581935295824,SRR,False
11741348_x_at,3.228058906277242,DLG4,False
11718165_a_at,3.2265105024103082,RBL2,False
11736160_at,3.2258282030539873,GBP6,False
11722280_at,3.2252024407308,PHC3,False
11759155_a_at,3.223999690130618,TRPV3,False
11727113_at,3.222268693175994,EGF,False
11725105_a_at,3.2218865074416985,RAI2,False
11718199_at,3.2211892138075906,KPNA3,False
11718935_x_at,3.219854664068051,STK19,False
11723937_a_at,3.219434543019676,SNX1,False
11731622_x_at,3.219212326637344,ZNF91,False
11731095_x_at,3.219193548222094,TRAF3IP1,False
11753141_a_at,3.217023830110059,TAF8,False
11737522_a_at,3.2139875692593494,PDZD3,False
11747320_a_at,3.212887239244118,FAM3A,False
11717086_x_at,3.211652583179663,RBM39,False
11725090_at,3.2108349314435536,TASP1,False
11759907_at,3.210524347904493,ITGBL1,False
11751104_a_at,3.2101415126774584,ZNF2,False
11737926_a_at,3.2093320880102936,QKI,False
11728992_s_at,3.2091263916274824,IGDCC4,False
11749622_x_at,3.2085196753699354,TRIM41,False
11719564_a_at,3.207794763859025,COA4,False
11722188_at,3.2070975441284317,MTDH,False
11725440_a_at,3.206718100470768,LPAR2,False
11733207_a_at,3.205139005012022,ZNF480,False
11750282_x_at,3.2050602824854826,DBNL,False
11759443_at,3.2049277895398545,SLC19A1,False
11722813_s_at,3.2047359818076644,PABPC4,False
11719533_a_at,3.2031396371041536,STX3,False
11735503_a_at,3.2031282396931964,BPIFA3,False
11740768_at,3.202738940120415,AGBL3,False
11743408_x_at,3.202669140447556,RBM25,False
11752749_a_at,3.2021599389768296,SYCP2L,False
11738290_x_at,3.201456531613812,KRTAP10-11,False
11725518_at,3.1999185131711605,FRAT2,False
11737427_at,3.198893171959299,IL12RB2,False
11757296_s_at,3.196402358461081,EIF3F,False
11756002_a_at,3.195790255967079,NBEAL1,False
11733955_at,3.195388291100983,SLC22A15,False
11748657_a_at,3.1951304286324156,DHX32,False
11763949_at,3.1947206451186747,DAD1P1,False
11750472_a_at,3.1946929196685527,PCK1,False
11753635_x_at,3.194326494433591,MED24,False
11740642_at,3.1933135836528477,PLAC8,False
11718864_s_at,3.193014213624295,SEC63,False
11726669_s_at,3.193000052086375,PPIL4,False
11718867_a_at,3.192794596260036,FAM192A,False
11754755_a_at,3.191874687680969,POLR3B,False
11746358_a_at,3.1900465575816956,MTA1,False
11735385_s_at,3.1877695608111676,DACT1,False
11737330_at,3.1875165151720655,ZNF345,False
11729064_at,3.187495693788297,OPA3,False
11722644_at,3.1874029175227836,ZNHIT6,False
11749062_a_at,3.1872878370180486,ERG,False
11763239_x_at,3.1868314380298455,BMS1P20,False
11751399_x_at,3.1858696240401994,NDRG3,False
11749073_a_at,3.1840425768124425,TNFRSF19,False
11718456_at,3.183394587208184,SLC43A2,False
11737413_at,3.1829595829780417,MICALCL,False
11721783_a_at,3.182090376890318,SLC9A8,False
200099_PM_s_at,3.1819546887642742,RPS3A,False
11737674_at,3.1815915894818527,LRRIQ4,False
11717694_a_at,3.1811799446947586,CEBPG,False
11735249_x_at,3.181138566890659,SP140L,False
11730239_a_at,3.180040932184731,SLC2A12,False
11757177_s_at,3.179907649163461,RNF149,False
11732731_at,3.1798655928200983,HOXD3,False
11733153_s_at,3.179564284171197,UBTD2,False
11735264_at,3.1793375824582135,CLEC4D,False
11732214_at,3.178868494442707,ZKSCAN1,False
11755609_a_at,3.178742803509618,HYDIN,False
11723226_at,3.1784801015572715,SGCB,False
11720380_a_at,3.1781909403750612,IMPDH1,False
11736633_at,3.1780032498146467,AAK1,False
11748663_x_at,3.1767495812417996,CNOT3,False
11749916_a_at,3.1766523310805477,AGBL2,False
11732095_a_at,3.17633524403683,TTC8,False
11744324_at,3.176082555423435,SLX4IP,False
11719640_a_at,3.1753985767420834,PLXNA1,False
11722652_at,3.175331691560294,OBFC1,False
11762812_at,3.1750835933220722,IL31RA,False
11716773_s_at,3.1744271022538952,SORBS3,False
11763340_s_at,3.17436640699178,LOC642852,False
11758180_s_at,3.1740653923017104,LOC100128551,False
11758154_at,3.173559111175544,MANSC4,False
11742145_s_at,3.1730057632224162,LOC105369273,False
11761567_at,3.1720945144311283,FXYD5,False
11723485_at,3.1718612824397847,GTSF1,False
11737307_a_at,3.170348176722059,ATP1A4,False
11762874_a_at,3.169619222289883,PCSK9,False
11726524_s_at,3.1689023766216744,ZFHX3,False
11724976_at,3.1688794481878473,ZNF579,False
11718986_a_at,3.1686770125353325,IFI6,False
11733749_s_at,3.168647710261812,TNNI2,False
11756073_x_at,3.1682263794358843,HLA-DPB1,False
11742931_at,3.1675680502944568,BIRC6,False
11757528_x_at,3.167212344130493,NOL12,False
11717225_a_at,3.1637381702290637,CBFA2T2,False
11751287_a_at,3.1632430861697887,MMP19,False
11761594_a_at,3.162939764553544,CD1E,False
11734492_s_at,3.1628610650449986,H2AFB1,False
11723383_a_at,3.162577534660036,PRR3,False
11717339_s_at,3.1609783208178164,SORD,False
11739064_s_at,3.1605114831797243,GNG12,False
11721994_s_at,3.160501431700244,UBE2L6,False
11729781_at,3.160211146787261,FAM127C,False
11732557_at,3.1586330401527594,XKR3,False
11738080_x_at,3.158550270839777,ANKRD20A1,False
11724695_a_at,3.1575246174467555,ZNF227,False
11721031_a_at,3.153344623738001,SH3BGR,False
11730298_a_at,3.152845751745878,SPARCL1,False
11716882_a_at,3.1517107715912376,ZZEF1,False
11729874_at,3.1515268367282157,SIGLEC9,False
11720115_a_at,3.1515047396873874,STK26,False
11755940_a_at,3.150286477464902,SLC38A9,False
11728003_a_at,3.149656332165947,C4orf48,False
11726106_at,3.1483561812057568,LRFN3,False
11753044_a_at,3.1483414082600447,USP25,False
11747082_x_at,3.148200727081189,NSMCE4A,False
11744927_x_at,3.1478481730229992,SLC9B2,False
11731242_a_at,3.1471199602035402,LGSN,False
11757748_x_at,3.1457615444775784,RPL23A,False
11718576_s_at,3.143826269309207,NET1,False
11727327_x_at,3.1435229067752846,FAM131C,False
11736551_x_at,3.1432778780993083,REL,False
11737886_at,3.1431868327592882,MEP1B,False
11757003_x_at,3.1429665104454774,RPL6,False
11731867_a_at,3.142636261214547,BICD2,False
11736932_x_at,3.14077628883903,ZNF506,False
11716585_a_at,3.138229206357567,PDZD11,False
11739597_at,3.1377016973089873,AGO4,False
11763106_x_at,3.137610348980781,TTTY6B,False
11759234_at,3.135606137307869,FABP12,False
11728259_a_at,3.135270667475316,DIEXF,False
11723891_a_at,3.135089003595864,CAND2,False
11756453_a_at,3.134991191234903,SH2D3C,False
11748168_s_at,3.134975083136223,FAM227A,False
11747895_a_at,3.133195841050399,TCTN1,False
11723230_a_at,3.132890340931573,RNF138,False
11729516_a_at,3.132137945328945,ZNF644,False
11754380_a_at,3.1319628004356757,SOSTDC1,False
11753587_a_at,3.1299572379357703,TBC1D29,False
11753550_a_at,3.1288879443629987,LINC00189,False
11720817_a_at,3.127484509964556,BAALC,False
11718676_x_at,3.127295863348394,TMEM245,False
11739437_at,3.1259413064933246,PPTC7,False
11749364_a_at,3.125867107619882,SAP30BP,False
11754517_a_at,3.1252807368132394,CHP1,False
11742682_s_at,3.125122263110502,COPS8,False
11728771_a_at,3.1241847929749293,CLCA4,False
11744345_x_at,3.1240094186333462,TUBA1A,False
11762604_at,3.123849118652447,GTF2IRD2B,False
11725065_a_at,3.1229953824152425,TCOF1,False
11730201_s_at,3.1224919214485967,GPM6A,False
11739078_x_at,3.1222531836854794,NFE2L1,False
11762801_x_at,3.1216524135150734,ZNF496,False
11722214_a_at,3.121357705175364,QTRT1,False
11716392_s_at,3.119855502370311,ADH5,False
11728405_s_at,3.119503044679214,NRROS,False
11753906_x_at,3.119416453281827,SMARCA1,False
11743010_at,3.1188076973760657,NFIL3,False
11739545_s_at,3.1185590620194654,NEDD1,False
11745143_a_at,3.1175986751370632,SYNE2,False
11719910_a_at,3.1173074596352426,PICALM,False
11761366_at,3.116503971404279,PKD2L2,False
11730977_a_at,3.116438487331308,GAD2,False
11759646_at,3.1158245428932205,ZC3H7A,False
11735725_x_at,3.11557931901954,TP53BP1,False
11721121_a_at,3.1142352471220223,SPNS1,False
11731121_s_at,3.1130469917443295,VASH2,False
11719456_at,3.112586085403143,EXOC5,False
11762528_at,3.1114202992960056,SLC5A12,False
11725980_at,3.1113473303410566,CFD,False
11739543_x_at,3.111070637911074,C19orf12,False
11751631_s_at,3.110734643254809,AP4M1,False
11761026_x_at,3.110617999273323,MBD1,False
11756885_a_at,3.110500370858707,ATAD2,False
11755652_x_at,3.110469826468989,MBLAC2,False
11728883_a_at,3.109420020382162,PRSS35,False
11734871_s_at,3.1091766244858765,COMT,False
11728379_at,3.1082275502917645,EFCAB2,False
11732111_a_at,3.1082103706690405,TNFRSF21,False
11758588_s_at,3.1081781182046524,SORCS2,False
11742526_at,3.1078992472469222,OR7G1,False
11744830_x_at,3.107549111485534,LOC105369248,False
11757264_s_at,3.1065638237771545,RPS3,False
11731512_a_at,3.1060312934925953,DYRK4,False
11715593_s_at,3.1057443944609795,YWHAH,False
11720286_a_at,3.1002889837435634,TRAK1,False
11732209_a_at,3.1001910300678244,MON2,False
11761259_at,3.099959147781962,ACOT7,False
11733518_a_at,3.0998082156313704,KCNK10,False
11720391_a_at,3.099081850401165,SLC39A10,False
11717114_a_at,3.097929068186538,SUPT16H,False
11757546_x_at,3.0975561329865124,MICALL2,False
11747143_x_at,3.097319785415778,ACSL6,False
11734375_a_at,3.097173111545681,HEATR4,False
11738903_a_at,3.0964639976099564,LILRA5,False
11718018_a_at,3.096041661803287,ADARB1,False
11720690_a_at,3.0957939039640077,SLC35F6,False
11763900_at,3.0953169035871824,SNORA80A,False
11738617_s_at,3.0949840754841658,MYO7A,False
11756841_s_at,3.0942988884549694,SLC25A33,False
11754731_a_at,3.0942829455295313,MTA3,False
11760003_x_at,3.092800167538171,ING5,False
11715259_s_at,3.0917277468719697,IFNA5,False
11762667_s_at,3.0906212359625598,AP5M1,False
11723786_a_at,3.0891218666350184,ZNF766,False
11723910_a_at,3.0883028543847493,CMKLR1,False
11741285_a_at,3.088233917002323,ACKR4,False
11722965_s_at,3.0881385558443957,PLEKHA1,False
11739680_a_at,3.0875787669023462,AHR,False
11752754_s_at,3.087286087185829,SDC1,False
11738786_x_at,3.087262684020432,LOC105369237,False
11717117_a_at,3.086844357729583,PDXP,False
11737994_a_at,3.086265804532295,LRRC3,False
11763514_x_at,3.086105165169057,RCAN1,False
11719229_s_at,3.0859842417370156,URI1,False
11728466_a_at,3.0859517386784305,GLDC,False
11762522_at,3.0858570008395834,ADAMTSL1,False
11760375_at,3.085119218565394,MRPS15,False
11717478_at,3.083743183947612,LAMP2,False
11739062_s_at,3.0830529667073345,GTPBP4,False
11719037_a_at,3.0826326083330176,UVRAG,False
11749135_a_at,3.080823733866551,BRD3,False
11744834_x_at,3.0806272489930997,RPLP1,False
11756054_x_at,3.0799369506726877,HSPB1,False
11715857_a_at,3.0784408815468947,NCKAP1,False
11725570_a_at,3.0775590571274254,RAB7B,False
11735282_at,3.0764607191435993,SLC10A4,False
11733011_x_at,3.0759386601407956,SLC44A4,False
11758852_at,3.0759340760070586,ATAD3C,False
11756188_x_at,3.075738133437305,PSMD13,False
11736444_at,3.075549225296383,RBAK,False
11746938_a_at,3.075263101557583,NAA30,False
11762151_a_at,3.0739133770182026,NFATC2,False
11756891_a_at,3.0735503579721137,ZNF12,False
11738360_x_at,3.0735472129600345,PPIAL4C,False
11746705_a_at,3.07274446655467,RGS16,False
11726449_at,3.072604078968643,ZNF614,False
11734960_at,3.0722516721982065,TRHDE,False
11731712_a_at,3.07180793314604,CACNB2,False
11725634_at,3.0716767317916887,MRPS25,False
11730651_a_at,3.0716745420990383,SYTL4,False
11741941_at,3.071621833015613,GML,False
11720883_a_at,3.071376806650636,UBALD1,False
11736886_a_at,3.0708438849273545,PAPOLB,False
11754430_a_at,3.070484199655986,HPS6,False
11762098_at,3.068116420707127,SOBP,False
11731562_s_at,3.0679708565494517,APC,False
11733792_a_at,3.066933140323306,SLC25A12,False
11727611_a_at,3.066865341210076,SCN2B,False
11718953_a_at,3.066785298034525,EPB41L5,False
11732852_a_at,3.0666410749330817,ATP1B4,False
11735797_at,3.066339079315212,B4GALNT2,False
11730232_s_at,3.066039968989737,TIAL1,False
11731811_a_at,3.0659165552220458,FCRL4,False
11743108_a_at,3.0652798988117778,ACTA1,False
11756625_s_at,3.0649917246526295,FAM156A,False
11749656_a_at,3.0646970674866196,ARHGAP11A,False
11736723_a_at,3.0646189894279505,PDLIM7,False
11754966_a_at,3.0628880425009957,AIF1L,False
11755073_a_at,3.0625083612385717,PRPF39,False
11715927_x_at,3.0617113806424174,SH3GL1,False
11760717_at,3.0597068763978212,RPS6KC1,False
11720470_a_at,3.0594147982580515,MED20,False
11728113_s_at,3.058533795143312,MBD5,False
11723377_a_at,3.058351836888284,MYZAP,False
11760758_a_at,3.057611051942807,UCHL5,False
11718703_a_at,3.0571838941747345,INO80E,False
11728429_a_at,3.0558632094227542,LCOR,False
11748775_a_at,3.055389598903988,UPP1,False
11754419_a_at,3.054077226566934,C3orf17,False
11738077_a_at,3.053180869683321,ATP6V0A4,False
11718701_a_at,3.051070682235335,ARFIP1,False
11739633_s_at,3.0503621139643773,MED13,False
11721151_s_at,3.049890383933426,RAB40C,False
11730556_s_at,3.0497928810035377,TRIM34,False
11752972_a_at,3.0497012526242133,RGS9,False
11753533_a_at,3.0493279160552293,TP73-AS1,False
